CommandLine, Time, Executable, Parent PID, PID,User, Privileges
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=220 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=8380 /prefetch:1. 20210302144046.568041+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 4060, ('WOOBLYCAT', 0, 'vuong'),N/A
D:\Programming\Python\Python_3.8.2\python.exe "D:\Program Files\JetBrains\PyCharm Community Edition 2020.1\plugins\python-ce\helpers\pycodestyle.py" --max-line-length=120 -. 20210302144052.460953+120, D:\Programming\Python\Python_3.8.2\python.exe, 1780, 19336, ('WOOBLYCAT', 0, 'vuong'),N/A
None. 20210302144311.007354+120, None, 1640, 19872, (None, 2, None),N/A
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=222 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5648 /prefetch:1. 20210302144428.829433+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 3880, ('WOOBLYCAT', 0, 'vuong'),N/A
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=223 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6208 /prefetch:1. 20210302144546.568931+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 12364, ('WOOBLYCAT', 0, 'vuong'),N/A
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=224 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=7536 /prefetch:1. 20210302144546.698696+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 15884, ('WOOBLYCAT', 0, 'vuong'),N/A
None. 20210302144552.417560+120, None, 1640, 1280, (None, 2, None),N/A
\??\C:\WINDOWS\system32\conhost.exe 0x4. 20210302144757.026519+120, C:\WINDOWS\system32\conhost.exe, 7564, 1372, ('WOOBLYCAT', 0, 'vuong'),N/A
D:\Programming\Python\Python_3.8.2\python.exe "D:\Program Files\JetBrains\PyCharm Community Edition 2020.1\plugins\python-ce\helpers\docstring_formatter.py" rest. 20210302144757.022375+120, D:\Programming\Python\Python_3.8.2\python.exe, 1780, 7564, ('WOOBLYCAT', 0, 'vuong'),N/A
None. 20210302144758.931551+120, None, 1640, 12484, (None, 2, None),N/A
None. 20210302144758.975968+120, None, 1640, 3776, (None, 2, None),N/A
CommandLine, Time, Executable, Parent PID, PID,User, Privileges
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=225 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9144 /prefetch:1. 20210302144857.709887+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 1072, ('WOOBLYCAT', 0, 'vuong'),N/A
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=226 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9940 /prefetch:1. 20210302144910.937458+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 18808, ('WOOBLYCAT', 0, 'vuong'),N/A
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=227 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6092 /prefetch:1. 20210302144924.908132+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 8432, ('WOOBLYCAT', 0, 'vuong'),N/A
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=228 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6800 /prefetch:1. 20210302144936.599417+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 13384, ('WOOBLYCAT', 0, 'vuong'),N/A
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=230 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5648 /prefetch:1. 20210302144938.146050+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 14568, ('WOOBLYCAT', 0, 'vuong'),N/A
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=231 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2792 /prefetch:1. 20210302144942.592954+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 16688, ('WOOBLYCAT', 0, 'vuong'),N/A
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=232 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9476 /prefetch:1. 20210302144951.083784+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 11500, ('WOOBLYCAT', 0, 'vuong'),N/A
C:\Windows\System32\RuntimeBroker.exe -Embedding. 20210302145000.851660+120, C:\Windows\System32\RuntimeBroker.exe, 816, 11440, ('WOOBLYCAT', 0, 'vuong'),N/A
"C:\WINDOWS\system32\backgroundTaskHost.exe" -ServerName:Microsoft.MicrosoftOfficeHub.AppX54h2e8jwdm50fj5ha8987vz1etpx7czd.mca. 20210302145000.539932+120, C:\WINDOWS\system32\backgroundTaskHost.exe, 816, 15428, ('WOOBLYCAT', 0, 'vuong'),N/A
None. 20210302145001.799304+120, None, 964, 10856, (None, 2, None),N/A
"C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_18.2008.12711.0_x64__8wekyb3d8bbwe\LocalBridge.exe" /InvokerPRAID: Microsoft.MicrosoftOfficeHub notifications. 20210302145001.100768+120, C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_18.2008.12711.0_x64__8wekyb3d8bbwe\LocalBridge.exe, 11440, 16368, ('WOOBLYCAT', 0, 'vuong'),N/A
None. 20210302145002.236484+120, None, 1640, 8964, (None, 2, None),N/A
D:\Programming\Python\Python_3.8.2\python.exe "D:\Program Files\JetBrains\PyCharm Community Edition 2020.1\plugins\python-ce\helpers\pycodestyle.py" --max-line-length=120 -. 20210302145044.107792+120, None, 1780, 17768, ('WOOBLYCAT', 0, 'vuong'),N/A
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=233 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=8956 /prefetch:1. 20210302145046.568795+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 17680, ('WOOBLYCAT', 0, 'vuong'),N/A
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=234 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5396 /prefetch:1. 20210302145046.741640+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 9288, ('WOOBLYCAT', 0, 'vuong'),N/A
CommandLine, Time, Executable, Parent PID, PID,User, Privileges
CommandLine, Time, Executable, Parent PID, PID,User, Privileges
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=235 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=8792 /prefetch:1. 20210302145206.202733+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 9120, ('WOOBLYCAT', 0, 'vuong'),None
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=236 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=8304 /prefetch:1. 20210302145212.714150+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 7008, ('WOOBLYCAT', 0, 'vuong'),None
None. 20210302145214.035644+120, None, 1640, 14140, (None, 2, None),None
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=237 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=8640 /prefetch:1. 20210302145224.471164+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 16200, ('WOOBLYCAT', 0, 'vuong'),None
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=238 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=7148 /prefetch:1. 20210302145234.623017+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 18452, ('WOOBLYCAT', 0, 'vuong'),None
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=239 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9716 /prefetch:1. 20210302145243.402031+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 8780, ('WOOBLYCAT', 0, 'vuong'),None
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=240 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6612 /prefetch:1. 20210302145244.083099+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 19400, ('WOOBLYCAT', 0, 'vuong'),None
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=241 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5856 /prefetch:1. 20210302145245.793209+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 9764, ('WOOBLYCAT', 0, 'vuong'),None
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=242 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=8740 /prefetch:1. 20210302145308.566206+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 12696, ('WOOBLYCAT', 0, 'vuong'),None
CommandLine, Time, Executable, Parent PID, PID,User, Privileges
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=244 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2312 /prefetch:1. 20210302145347.914404+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 18108, ('WOOBLYCAT', 0, 'vuong'),
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=245 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5736 /prefetch:1. 20210302145351.736421+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 18764, ('WOOBLYCAT', 0, 'vuong'),
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=246 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6884 /prefetch:1. 20210302145352.279934+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 19872, ('WOOBLYCAT', 0, 'vuong'),
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=247 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6352 /prefetch:1. 20210302145355.680133+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 2860, ('WOOBLYCAT', 0, 'vuong'),
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=248 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=3040 /prefetch:1. 20210302145405.620073+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 19272, ('WOOBLYCAT', 0, 'vuong'),
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=249 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=8160 /prefetch:1. 20210302145415.120229+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 17864, ('WOOBLYCAT', 0, 'vuong'),
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=250 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=8492 /prefetch:1. 20210302145515.648559+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 1904, ('WOOBLYCAT', 0, 'vuong'),
None. 20210302145517.559127+120, None, 1640, 19240, (None, 2, None),N/A
D:\Programming\Python\Python_3.8.2\python.exe "D:\Program Files\JetBrains\PyCharm Community Edition 2020.1\plugins\python-ce\helpers\pycodestyle.py" --max-line-length=120 -. 20210302145522.712805+120, D:\Programming\Python\Python_3.8.2\python.exe, 1780, 14936, ('WOOBLYCAT', 0, 'vuong'),SeChangeNotifyPrivilege
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=251 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6716 /prefetch:1. 20210302145530.268010+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 9768, ('WOOBLYCAT', 0, 'vuong'),
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=253 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=10128 /prefetch:1. 20210302145546.719851+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 10744, ('WOOBLYCAT', 0, 'vuong'),
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=252 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=4672 /prefetch:1. 20210302145546.568545+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 17780, ('WOOBLYCAT', 0, 'vuong'),
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=254 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=7124 /prefetch:1. 20210302145549.892916+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 20448, ('WOOBLYCAT', 0, 'vuong'),
None. 20210302145758.738421+120, None, 1640, 18204, (None, 2, None),N/A
None. 20210302145759.460289+120, None, 1640, 11848, (None, 2, None),N/A
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=255 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=8052 /prefetch:1. 20210302145841.096165+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 1236, ('WOOBLYCAT', 0, 'vuong'),
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=256 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2112 /prefetch:1. 20210302145936.868040+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 17488, ('WOOBLYCAT', 0, 'vuong'),
None. 20210302150044.366538+120, None, 964, 12988, (None, 2, None),N/A
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=258 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2160 /prefetch:1. 20210302150046.750795+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 15692, ('WOOBLYCAT', 0, 'vuong'),
"C:\Program Files (x86)\Google\Chrome\Application\chrome.exe" --type=renderer --field-trial-handle=1668,1840232426750307311,234583931781998212,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=257 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9584 /prefetch:1. 20210302150046.570304+120, C:\Program Files (x86)\Google\Chrome\Application\chrome.exe, 11160, 5128, ('WOOBLYCAT', 0, 'vuong'),
None. 20210302150047.653399+120, None, 1640, 10860, (None, 2, None),N/A
D:\Programming\Python\Python_3.8.2\python.exe "D:\Program Files\JetBrains\PyCharm Community Edition 2020.1\plugins\python-ce\helpers\pycodestyle.py" --max-line-length=120 -. 20210302150108.195660+120, D:\Programming\Python\Python_3.8.2\python.exe, 1780, 13144, ('WOOBLYCAT', 0, 'vuong'),SeChangeNotifyPrivilege
D:\Programming\Python\Python_3.8.2\python.exe "D:\Program Files\JetBrains\PyCharm Community Edition 2020.1\plugins\python-ce\helpers\pycodestyle.py" --max-line-length=120 -. 20210302150203.024169+120, D:\Programming\Python\Python_3.8.2\python.exe, 1780, 14216, ('WOOBLYCAT', 0, 'vuong'),SeChangeNotifyPrivilege
\??\C:\WINDOWS\system32\conhost.exe 0x4. 20210302150212.497927+120, C:\WINDOWS\system32\conhost.exe, 7920, 11192, ('WOOBLYCAT', 0, 'vuong'),SeChangeNotifyPrivilege
D:\Programming\Python\Python_3.8.2\python.exe "D:\Program Files\JetBrains\PyCharm Community Edition 2020.1\plugins\python-ce\helpers\pycodestyle.py" --max-line-length=120 -. 20210302150231.499567+120, D:\Programming\Python\Python_3.8.2\python.exe, 1780, 2860, ('WOOBLYCAT', 0, 'vuong'),SeChangeNotifyPrivilege
None. 20210302150356.294534+120, None, 1640, 19560, (None, 2, None),N/A
None. 20210302150356.226731+120, None, 1640, 20184, (None, 2, None),N/A
C:\Windows\System32\RuntimeBroker.exe -Embedding. 20210302150500.885984+120, C:\Windows\System32\RuntimeBroker.exe, 816, 11124, ('WOOBLYCAT', 0, 'vuong'),SeChangeNotifyPrivilege
